employee_id,total_tasks_assigned,tasks_completed,deadlines_met,avg_efficiency,avg_satisfaction,avg_hours_estimated,avg_hours_actual,high_priority_tasks,department,role,years_experience,completion_rate,deadline_adherence_rate,time_efficiency_ratio,performance_score,performance_tier
EMP0179,4,4,4,76.275,3.25,10.75,7.775,1,Marketing,Content Writer,8.4,100.0,100.0,1.383,90.0,High Performer
EMP0180,7,7,3,76.15714285714286,3.0,27.571428571428573,29.514285714285712,4,Sales,Sales Rep,1.4,100.0,42.86,0.934,72.09,Average Performer
EMP0181,4,3,1,85.76666666666667,2.0,22.0,43.53333333333334,0,Support,Customer Success,13.9,75.0,33.33,0.505,59.4,Needs Improvement
EMP0182,11,6,1,80.39999999999999,3.5,17.636363636363637,25.05,2,Marketing,Marketing Manager,4.9,54.55,16.67,0.704,50.67,Needs Improvement
EMP0183,8,5,2,83.24,2.8,20.375,29.439999999999998,5,Finance,Finance Manager,7.7,62.5,40.0,0.692,58.92,Needs Improvement
EMP0184,12,9,5,70.77777777777777,3.4444444444444446,23.75,26.211111111111112,2,Engineering,Senior Dev,11.2,75.0,55.56,0.906,67.41,Average Performer
EMP0185,12,7,1,70.41428571428573,2.857142857142857,20.25,37.128571428571426,6,Engineering,Junior Dev,3.8,58.33,14.29,0.545,47.36,Needs Improvement
EMP0186,9,5,1,78.24000000000001,3.6,26.0,28.259999999999998,3,Engineering,Tech Lead,12.4,55.56,20.0,0.92,51.89,Needs Improvement
EMP0187,14,12,2,87.64166666666667,3.1666666666666665,24.142857142857142,35.15,1,Sales,Account Manager,8.0,85.71,16.67,0.687,62.03,Average Performer
EMP0188,11,11,5,81.74545454545454,2.727272727272727,22.363636363636363,26.936363636363637,4,Sales,Sales Lead,6.8,100.0,45.45,0.83,73.17,Average Performer
EMP0189,6,5,1,82.14,3.8,16.0,23.02,0,Marketing,SEO Specialist,6.4,83.33,20.0,0.695,62.99,Average Performer
EMP0190,10,9,4,88.85555555555555,3.111111111111111,16.5,21.433333333333334,1,Sales,Account Manager,6.5,90.0,44.44,0.77,71.94,Average Performer
EMP0191,15,14,5,77.16428571428571,3.5,21.533333333333335,30.721428571428568,5,Support,Support Lead,12.3,93.33,35.71,0.701,69.31,Average Performer
EMP0192,8,5,2,76.72,2.2,21.25,35.839999999999996,3,Marketing,Content Writer,5.1,62.5,40.0,0.593,55.82,Needs Improvement
EMP0193,14,13,6,79.87692307692308,2.3846153846153846,19.214285714285715,20.83076923076923,2,Marketing,Marketing Manager,12.5,92.86,46.15,0.922,69.48,Average Performer
EMP0194,15,11,4,81.99999999999999,3.272727272727273,22.266666666666666,28.94545454545455,4,Marketing,SEO Specialist,1.3,73.33,36.36,0.769,62.79,Average Performer
EMP0195,11,9,4,74.30000000000001,3.4444444444444446,25.545454545454547,31.011111111111113,5,Finance,Accountant,9.6,81.82,44.44,0.824,67.16,Average Performer
EMP0196,7,6,1,84.89999999999999,1.8333333333333333,20.428571428571427,25.683333333333334,5,HR,Recruiter,2.4,85.71,16.67,0.795,57.48,Needs Improvement
EMP0197,10,9,2,79.51111111111112,2.7777777777777777,21.0,28.200000000000003,3,Support,Support Lead,2.3,90.0,22.22,0.745,62.4,Average Performer
EMP0198,6,6,5,77.26666666666667,3.1666666666666665,25.5,32.3,3,Support,Support Agent,5.0,100.0,83.33,0.789,84.95,High Performer
EMP0199,13,9,3,77.17777777777776,2.888888888888889,12.692307692307692,19.11111111111111,9,Marketing,Content Writer,3.8,69.23,33.33,0.664,58.33,Needs Improvement
EMP0200,14,9,3,75.13333333333333,2.6666666666666665,14.285714285714286,13.133333333333333,3,Engineering,Tech Lead,12.6,64.29,33.33,1.088,55.53,Needs Improvement
